行号,笔记标题,主页链接,原笔记地址,失败原因
16,好用认证❗️给想做小厨房收纳改造的一些建议,https://www.xiaohongshu.com/user/profile/6480f07e0000000012037e39,https://www.xiaohongshu.com/explore/6a0170c700000000070116af?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
17,厨房封神！微蒸烤一体机用起来真香！,https://www.xiaohongshu.com/user/profile/69e8d0930000000002000c01,https://www.xiaohongshu.com/explore/6a01adbe0000000006034f89?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
18,超能装❗️5㎡小户型厨房的6⃣️个超实用设计,https://www.xiaohongshu.com/user/profile/64379756000000000e01e0d7,https://www.xiaohongshu.com/explore/6a01b0c30000000008027f61?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
19,这小微波炉，还能一台顶三台,https://www.xiaohongshu.com/user/profile/69d49380000000003401a787,https://www.xiaohongshu.com/explore/6a01ab0c000000003601ec32?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
20,5㎡小厨房封神！全靠凯度微蒸烤拯救收纳,https://www.xiaohongshu.com/user/profile/65899be4000000001f0111d0,https://www.xiaohongshu.com/explore/6a0180c5000000003502b547?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
21,装修最不后悔的事｜微蒸烤选对，厨房爽翻倍,https://www.xiaohongshu.com/user/profile/69bd1e3c00000000330240cb,https://www.xiaohongshu.com/explore/6a013bca0000000038020c7c?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
22,谁家的意式极简厨房没做嵌入式家电啊,https://www.xiaohongshu.com/user/profile/667a65170000000007006933,https://www.xiaohongshu.com/explore/6a018dd00000000035031d05?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
23,微蒸烤一体机烤羊排，双层烤一次成功,https://www.xiaohongshu.com/user/profile/69aedbde000000003201cb63,https://www.xiaohongshu.com/explore/6a01a83a000000003700c13b?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
24,美的知味感R6Pro系列升级✨选哪款？,https://www.xiaohongshu.com/user/profile/6290ddbe00000000210264b1,https://www.xiaohongshu.com/explore/6a01297f0000000035028a90?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
25,微蒸烤选旋钮屏，真没选错,https://www.xiaohongshu.com/user/profile/66c0f5d7000000000d02540d,https://www.xiaohongshu.com/explore/6a0178d7000000003600118c?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
26,长期主义的厨房好物📦点亮我的独居生活✨,https://www.xiaohongshu.com/user/profile/6387f42a0000000024008649,https://www.xiaohongshu.com/explore/6a01bf260000000036030d3a?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
27,微蒸烤有些功能其实还蛮实用的,https://www.xiaohongshu.com/user/profile/67861b3c0000000008019986,https://www.xiaohongshu.com/explore/6a0140b6000000003700c482?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
28,小户型厨电+1，台式微蒸烤一体机,https://www.xiaohongshu.com/user/profile/6847ab3d000000001d009c3f,https://www.xiaohongshu.com/explore/6a018ba20000000036003956?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
29,嵌入式微蒸烤选购攻略｜别再被忽悠了💢,https://www.xiaohongshu.com/user/profile/5e58b4ff0000000001004fa5,https://www.xiaohongshu.com/explore/6a019abe000000003601c374?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
30,长宁区  威宁路 电梯高层1+1房 宠物友好🍃,https://www.xiaohongshu.com/user/profile/68491929000000001e003c7e,https://www.xiaohongshu.com/explore/6a0194ef000000003601dfea?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
31,买了台凯度trpro，想买的建议看下吧,https://www.xiaohongshu.com/user/profile/6265a64f0000000010009d14,https://www.xiaohongshu.com/explore/6a014169000000000702a7d3?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
32,有人纠结蒸烤箱的吗 这台看着设计挺好诶,https://www.xiaohongshu.com/user/profile/61c9b6d30000000010007dca,https://www.xiaohongshu.com/explore/6a013e340000000037037f76?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
33,三千多的蒸烤箱这么难挑吗？求推荐,https://www.xiaohongshu.com/user/profile/603493b1000000000101e797,https://www.xiaohongshu.com/explore/6a013f2d0000000035023162?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
34,靠微蒸烤，几分钟就烤出酥掉渣的桃酥,https://www.xiaohongshu.com/user/profile/6812f125000000000d00b6e8,https://www.xiaohongshu.com/explore/6a015673000000000701235d?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
35,周末宅家，全靠这台微蒸烤一体机续命,https://www.xiaohongshu.com/user/profile/60da04d40000000001001f5f,https://www.xiaohongshu.com/explore/6a013c42000000003502993e?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
36,微蒸烤一体机决赛圈❗️看完这篇就不纠结了,https://www.xiaohongshu.com/user/profile/617979720000000002027004,https://www.xiaohongshu.com/explore/69fefe160000000037034f70?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
37,美的寻味pro3.0这么好用，我怎么才入手！,https://www.xiaohongshu.com/user/profile/68f4adc3000000003700b754,https://www.xiaohongshu.com/explore/6a018daf000000003502093c?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
38,终于找到这么小的微波炉了！！,https://www.xiaohongshu.com/user/profile/63620339000000001f014588,https://www.xiaohongshu.com/explore/6a01a395000000003501c1a4?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
39,厨房有这台微蒸烤一体机，终于安心了！,https://www.xiaohongshu.com/user/profile/681aead7000000000e01122f,https://www.xiaohongshu.com/explore/6a018e230000000008001014?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
40,家庭版羊肉串 ｜🍢牛马打工人的解馋时刻,https://www.xiaohongshu.com/user/profile/67b33b67000000000a03ed76,https://www.xiaohongshu.com/explore/6a01c3930000000038020040?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
41,停更2年回来❤️装修小白在线求帮忙🙏,https://www.xiaohongshu.com/user/profile/5b305b3e4eacab4078fa256b,https://www.xiaohongshu.com/explore/6a01c782000000003501d2ad?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
42,治愈系奶油厨房 ｜一台抵八台太香了 ！,https://www.xiaohongshu.com/user/profile/66fa2fb0000000001d022983,https://www.xiaohongshu.com/explore/6a01b65b0000000035023c5d?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
43,装修厨房选嵌入式，到底该买啥组合？救命 🆘,https://www.xiaohongshu.com/user/profile/5b70254365e8cd0001da0cb2,https://www.xiaohongshu.com/explore/6a00be150000000008031004?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
44,装修未开工，家电功课先做全✅,https://www.xiaohongshu.com/user/profile/67d50de6000000000e013c8f,https://www.xiaohongshu.com/explore/6a0156f000000000350303aa?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
45,东芝烘烤机烤蔬菜和牛肉的秘诀,https://www.xiaohongshu.com/user/profile/67ca7327000000000e01f07b,https://www.xiaohongshu.com/explore/6a01a0930000000036003579?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
46,自学面点No.1——发面之白馒头,https://www.xiaohongshu.com/user/profile/5a70225ee8ac2b1abf069e36,https://www.xiaohongshu.com/explore/6a01f0d80000000006022ff1?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
47,长宁区 威宁路 1室1厅衣帽间 宠物友好🍃,https://www.xiaohongshu.com/user/profile/5e2d6b19000000000100a5b1,https://www.xiaohongshu.com/explore/6a01e0680000000006030210?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
48,自家房子｜萧山·桂月云翠 | 139㎡横厅四房,https://www.xiaohongshu.com/user/profile/6842997b000000001b01a673,https://www.xiaohongshu.com/explore/6a0174620000000008000e53?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
49,31岁全部现金6800｜夫妻月薪共1.6万养娃装,https://www.xiaohongshu.com/user/profile/5c30391f000000000602e6c6,https://www.xiaohongshu.com/explore/6a013432000000000702ad25?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
50,✨下班回家也能吃热饭,https://www.xiaohongshu.com/user/profile/69fc9bf1000000000d034c02,https://www.xiaohongshu.com/explore/6a018d11000000000f03ac01?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
51,是一块圆圆的戚风蛋糕,https://www.xiaohongshu.com/user/profile/5c5a8f4a000000001d03db25,https://www.xiaohongshu.com/explore/6a0198cf0000000008033921?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
52,期待交房，准备装修中,https://www.xiaohongshu.com/user/profile/5af52f5de8ac2b522ae640b6,https://www.xiaohongshu.com/explore/6a01d5c800000000360182b1?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
53,昆山城西| 200万😱豪装231平复式美宅🏠,https://www.xiaohongshu.com/user/profile/688b1a3b000000002802b54a,https://www.xiaohongshu.com/explore/6a014855000000003601a78f?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
54,华润望云大漏！880万拿下135平神仙洋房！,https://www.xiaohongshu.com/user/profile/66b1c974000000000b0320c4,https://www.xiaohongshu.com/explore/6a01899f000000003601ddc0?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
55,🔥武汉130㎡现代风｜18.3W全包落地！,https://www.xiaohongshu.com/user/profile/5b002f0be8ac2b4db3e414a3,https://www.xiaohongshu.com/explore/69ffe23300000000380219b9?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
56,有华帝蒸烤一体机谁还去外面买烘焙啊🥧,https://www.xiaohongshu.com/user/profile/5a9e885fe8ac2b45b5cebd7c,https://www.xiaohongshu.com/explore/6a018e030000000007028fe9?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
57,新家的厨房|微蒸烤一体机首次使用体验！,https://www.xiaohongshu.com/user/profile/5eca04e4000000000101c0e0,https://www.xiaohongshu.com/explore/6a013b8f000000000803f73f?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
58,笔记暂未设置标题,https://www.xiaohongshu.com/user/profile/5d15daf00000000011037b3e,https://www.xiaohongshu.com/explore/6a0120b700000000360309a5?xhsshare=CopyLink&type=video,笔记无标题(不可恢复)
59,喷不了，这香葱肉松吐司真好吃！,https://www.xiaohongshu.com/user/profile/5a896fa1e8ac2b1b32e5fbf5,https://www.xiaohongshu.com/explore/6a00b39b000000000702d7e9?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
60,✨新家毕业照｜被华帝全套厨电承包的幸福感,https://www.xiaohongshu.com/user/profile/59bd2fc651783a45d76aeb72,https://www.xiaohongshu.com/explore/6a01576b00000000060226cc?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
61,厨房神器！一台机器搞定所有菜,https://www.xiaohongshu.com/user/profile/5fd6ee3f0000000001000f8e,https://www.xiaohongshu.com/explore/6a012dd800000000350299ce?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
62,微蒸烤一体机可真实用啊,https://www.xiaohongshu.com/user/profile/5fbc6e4b0000000001002ff0,https://www.xiaohongshu.com/explore/6a0147380000000036032ec6?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
63,笔记暂未设置标题,https://www.xiaohongshu.com/user/profile/5c260bb300000000050351cd,https://www.xiaohongshu.com/explore/6a01466c000000003501cb54?xhsshare=CopyLink&type=video,笔记无标题(不可恢复)
64,东芝水波炉，解锁不开火给女儿做大餐体验,https://www.xiaohongshu.com/user/profile/61109cf60000000001015b49,https://www.xiaohongshu.com/explore/69feffb30000000035033806?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
65,方太蒸烤薇一体机，高级感,https://www.xiaohongshu.com/user/profile/608d3d63000000000101ddf1,https://www.xiaohongshu.com/explore/6a0166f6000000000602297c?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
66,用方太做好菜,https://www.xiaohongshu.com/user/profile/681e0701000000000e01f13c,https://www.xiaohongshu.com/explore/6a0182b400000000080245a6?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
67,三款热门微蒸烤一体机横评，照着选就对了,https://www.xiaohongshu.com/user/profile/662d126c00000000070072a5,https://www.xiaohongshu.com/explore/6a0175f20000000037035fb1?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
68,微蒸烤2选1～东芝还是凯度？？,https://www.xiaohongshu.com/user/profile/69cbbc85000000003201cdcd,https://www.xiaohongshu.com/explore/6a0126420000000036018a46?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
69,笔记暂未设置标题,https://www.xiaohongshu.com/user/profile/63eedffd000000000f0100f5,https://www.xiaohongshu.com/explore/6a0142370000000008025932?xhsshare=CopyLink&type=video,笔记无标题(不可恢复)
70,笔记暂未设置标题,https://www.xiaohongshu.com/user/profile/5a177d5811be1002fcbb8616,https://www.xiaohongshu.com/explore/6a017695000000003502be3e?xhsshare=CopyLink&type=video,笔记无标题(不可恢复)
71,奶油原木风🧉一线江景🌴280m²💰2w➕快来👀房,https://www.xiaohongshu.com/user/profile/66711c710000000007005fe9,https://www.xiaohongshu.com/explore/6a0170a000000000060336a5?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
72,笔记暂未设置标题,https://www.xiaohongshu.com/user/profile/63eedffd000000000f0100f5,https://www.xiaohongshu.com/explore/6a014550000000000702c48d?xhsshare=CopyLink&type=video,笔记无标题(不可恢复)
73,✨小熊烤箱太全能！家家必备,https://www.xiaohongshu.com/user/profile/69841bc3000000002401d4c2,https://www.xiaohongshu.com/explore/6a0134030000000037034d3f?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
74,盛世鑫城实景案例｜解锁现代质感生活,https://www.xiaohongshu.com/user/profile/5f2e8e6a0000000001004045,https://www.xiaohongshu.com/explore/6a0138730000000008003aa1?xhsshare=CopyLink&type=video,"查找失败: Page.wait_for_timeout: Target page, context or browser has been closed"
